,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
10,14.2,14.3,14.3,14.3,14.5,14.5,14.5,14.6,14.6,14.6,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8
11,14.2,14.3,14.3,14.5,14.5,14.6,15.1,14.8,14.8,14.8,14.8,14.8,15.1,14.8,15.1,14.8,15.1,14.8,15.1,14.8,14.8,15.1,14.8,15.1,15.1,14.8,15.1,15.1,14.8,14.8,14.8,15.1,15.1,14.8,14.8,14.8,14.8,15.1,14.8,14.8,15.1,15.1,14.8,14.8,15.1,14.8,14.8,14.8,14.8,15.1,14.8,14.8,15.1,15.1,14.8,15.1,14.8,14.8,15.1,14.8,15.1,14.8,15.1,14.8,14.8,15.1,14.8,15.1,15.1,14.8,14.8,15.1,14.8,15.1,14.8,15.1,14.8,14.8
12,14.5,14.5,14.5,14.5,14.6,15.8,15.4,15.1,15.1,15.1,15.1,15.1,14.8,15.4,15.1,15.1,15.1,15.1,14.8,15.4,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,14.8,15.4,15.1,15.1,14.8,15.4,15.1,14.8,15.4,15.1,14.8,15.4,15.1,14.8,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,14.8,15.1,15.1,14.8,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,14.8,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,14.8
13,14.5,14.3,14.5,14.6,15.8,15.4,15.1,15.4,15.4,15.1,14.8,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.4,15.1,15.1,14.8,15.4,15.1,15.1,15.1,15.1,14.8,15.4,15.1,15.1,15.1,14.8,15.1,15.1,14.8,15.1,15.1,15.1,15.1,14.8,15.4,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,14.8,15.4,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1
14,14.3,14.8,14.6,17.8,16.3,15.8,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.1,15.1,15.4,15.4,15.1,15.1,15.4,15.1,15.4,15.1,15.4,15.1,15.4,15.4,15.1,15.4,15.1,15.1,15.4,15.1,15.1,15.4,15.1,15.1,15.4,15.1,15.4,15.1,15.1,15.1,15.1,15.4,15.1,15.1,15.1,15.4,15.1,15.4,15.4,15.4,15.1,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.4,15.1,15.1,15.1,15.4,15.1,15.4,15.1,15.1,15.4,15.4
15,14.6,14.6,15.1,15.1,15.4,15.8,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.1,15.4,15.1,15.4,15.4,15.4,15.1,15.4,15.4,15.1,15.1,15.4,15.1,15.1,15.4,15.1,15.4,15.1,15.1,15.4,15.1,15.1,15.4,15.1,15.4,15.4,15.1,15.4,15.4,15.1,15.4,15.1,15.1,15.1,15.4,15.4,15.1,15.1,15.4,15.4,15.1,15.4,15.4,15.1,15.1,15.4,15.1,15.4,15.4,15.4,15.1,15.1,15.1
16,14.6,14.6,15.8,15.4,16.3,15.8,15.8,15.8,15.4,15.8,15.4,15.8,15.4,15.8,15.4,15.4,15.8,15.4,15.4,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.1,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4
17,27.5,17.0,16.3,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.4,15.8,15.4,15.4,15.4,15.8,15.4,15.4,15.4,15.8,15.4,15.4,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
18,14.4,14.6,17.8,16.3,16.3,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.4,15.4,15.8,15.4,15.4,15.8,15.4,15.4,15.8,15.4,15.4,15.4,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.8,15.4,15.4,15.4,15.4,15.4,15.8,15.4,15.4,15.8,15.8
19,144.6,36.3,24.5,20.3,17.0,16.3,16.3,15.8,16.3,15.8,17.0,17.0,15.8,16.3,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.4,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.4,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.4
20,14.2,20.3,17.0,17.0,16.3,16.3,15.8,16.3,15.8,17.0,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.4,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.4,15.4
21,15.4,17.0,16.3,18.9,17.0,16.3,15.8,17.8,17.0,16.3,15.8,17.0,16.3,15.8,16.3,15.8,15.8,16.3,15.8,15.8,16.3,15.8,16.3,15.8,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8
22,61.6,22.1,18.9,17.0,16.3,17.0,16.3,15.8,17.0,16.3,16.3,15.8,16.3,16.3,15.8,15.8,17.0,16.3,15.8,16.3,15.8,16.3,15.8,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8
23,61.6,24.5,20.3,17.0,17.0,15.8,17.8,17.0,17.0,16.3,16.3,15.8,16.3,16.3,15.8,17.0,16.3,15.8,16.3,16.3,15.8,16.3,15.8,15.8,16.3,15.8,16.3,15.8,15.8,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,16.3,15.8,15.8,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8
24,14.1,31.3,22.1,17.8,16.3,16.3,16.3,16.3,15.8,17.0,17.0,16.3,15.8,17.0,16.3,15.8,16.3,15.8,15.8,16.3,15.8,15.8,16.3,16.3,15.8,15.8,16.3,15.8,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8
25,20.3,15.8,17.0,17.0,16.3,17.8,17.0,17.0,16.3,16.3,17.0,16.3,16.3,15.8,16.3,16.3,16.3,15.8,16.3,16.3,15.8,17.0,16.3,15.8,17.0,16.3,15.8,15.8,17.0,16.3,15.8,16.3,15.8,16.3,16.3,15.8,16.3,15.8,15.8,16.3,16.3,15.8,15.8,16.3,15.8,16.3,15.8,15.8,16.3,15.8,16.3,15.8,16.3,16.3,15.8,15.8,16.3,16.3,15.8,15.8,16.3,16.3,15.8,15.8,16.3,15.8,16.3,16.3,15.8,16.3,15.8,15.8,16.3,16.3,16.3,15.8,15.8,15.8
26,230.4,50.9,31.3,22.1,18.9,17.0,17.0,15.8,17.0,17.0,16.3,17.0,16.3,15.8,17.0,16.3,15.8,16.3,16.3,15.8,16.3,15.8,17.0,16.3,15.8,17.0,15.8,16.3,15.8,16.3,16.3,15.8,16.3,15.8,15.8,16.3,16.3,15.8,16.3,15.8,16.3,15.8,16.3,15.8,15.8,16.3,15.8,16.3,16.3,15.8,15.8,16.3,15.8,16.3,15.8,16.3,15.8,16.3,15.8,16.3,15.8,15.8,16.3,15.8,16.3,16.3,15.8,16.3,16.3,16.3,15.8,16.3,15.8,16.3,16.3,15.8,16.3,16.3
27,42.7,20.3,17.8,16.3,17.8,17.0,16.3,17.0,17.0,16.3,16.3,16.3,16.3,17.0,16.3,16.3,15.8,16.3,16.3,15.8,16.3,16.3,15.8,17.0,16.3,16.3,16.3,15.8,15.8,16.3,16.3,15.8,16.3,15.8,16.3,15.8,16.3,15.8,16.3,15.8,16.3,15.8,15.8,16.3,15.8,15.8,16.3,16.3,15.8,16.3,16.3,15.8,15.8,16.3,15.8,16.3,15.8,16.3,15.8,16.3,15.8,15.8,15.8,16.3,15.8,15.8,16.3,15.8,15.8,16.3,15.8,15.8,16.3,15.8,16.3,15.8,15.8,15.8
28,17.8,15.4,17.0,16.3,17.0,16.3,17.0,16.3,16.3,16.3,16.3,15.8,17.0,17.0,16.3,15.8,16.3,16.3,15.8,16.3,16.3,15.8,15.8,16.3,16.3,15.8,16.3,15.8,15.8,16.3,15.8,16.3,15.8,15.8,15.8,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8
29,50.9,20.3,17.8,15.8,20.3,17.8,17.0,16.3,16.3,16.3,15.8,17.0,16.3,15.8,16.3,15.8,16.3,16.3,16.3,15.8,15.8,16.3,15.8,16.3,15.8,16.3,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8
30,17.8,16.3,15.8,20.3,17.8,17.0,16.3,17.0,16.3,15.8,17.0,17.0,16.3,16.3,15.8,17.0,16.3,15.8,16.3,16.3,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8
31,14.0,24.5,20.3,17.0,15.8,17.8,17.0,17.0,15.8,17.0,16.3,15.8,16.3,15.8,15.8,16.3,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.4,15.4
32,22.1,15.8,17.0,15.8,17.0,16.3,17.0,15.8,17.0,16.3,15.8,16.3,15.8,16.3,16.3,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.4
33,14.8,14.8,24.5,20.3,17.0,16.3,16.3,15.8,16.3,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,16.3,15.8,15.8,15.8,15.4,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.4,15.8,15.8,15.4,15.4,15.8,15.4,15.8,15.4,15.8,15.8,15.4,15.8,15.4,15.4,15.4,15.8,15.8,15.4,15.4,15.8,15.4,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.4,15.8,15.8,15.8
34,31.3,17.8,15.8,16.3,15.8,16.3,16.3,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.4,15.8,15.4,15.8,15.4,15.4,15.8,15.8,15.4,15.8,15.8,15.4,15.4,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.8
35,22.1,16.3,15.4,17.8,16.3,15.8,15.8,15.8,15.8,16.3,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.4,15.4,15.8,15.4,15.8,15.8,15.4,15.4,15.4,15.8,15.4,15.4,15.4,15.8,15.4,15.8,15.4,15.8,15.4,15.4,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.8,15.4,15.4,15.8,15.4,15.8,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.8,15.8,15.4,15.4,15.4,15.8,15.4,15.4,15.8,15.4,15.8,15.4,15.4,15.4
36,14.3,16.3,15.4,15.4,15.8,15.8,15.4,16.3,15.8,15.8,15.4,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.1,15.4,15.4,15.1,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.1,15.4,15.4,15.1,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.1,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4
37,14.3,17.8,15.8,15.4,15.4,15.4,15.4,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.1,15.4,15.4,15.4,15.4,15.4,15.1,15.1,15.4,15.4,15.1,15.4,15.1,15.4,15.4,15.1,15.1,15.4,15.1,15.4,15.1,15.1,15.1,15.4,15.4,15.1,15.1,15.1,15.4,15.1,15.1,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.4,15.1,15.1,15.1,15.1,15.1,15.4,15.4,15.1,15.4,15.1,15.1,15.1,15.4,15.1,15.4,15.1,15.4,15.1,15.1
38,15.8,14.6,15.4,15.1,15.1,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.1,15.1,15.4,15.1,15.4,15.1,15.4,15.1,15.1,15.1,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.4,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1
39,16.3,14.8,14.8,15.4,15.1,14.8,15.8,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.4,15.1,14.8,15.4,15.4,15.1,15.1,15.1,14.8,15.4,15.1,15.1,15.1,15.1,15.1,14.8,15.4,15.1,15.1,14.8,15.4,15.1,15.1,14.8,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,14.8
40,15.8,14.6,14.6,15.4,14.8,15.1,15.1,14.8,15.4,15.1,15.1,15.1,14.8,15.4,15.4,15.1,15.1,14.8,15.4,15.1,15.1,14.8,15.4,15.4,15.1,15.1,14.8,15.1,14.8,15.1,15.1,14.8,15.4,15.1,15.1,14.8,15.1,14.8,15.1,15.1,14.8,14.8,15.1,15.1,15.1,14.8,15.1,14.8,15.1,15.1,14.8,15.1,14.8,15.1,14.8,15.1,15.1,15.1,14.8,15.1,14.8,15.1,14.8,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,14.8,15.1,15.1,15.1,14.8,15.1,15.1
41,14.6,14.5,14.5,14.5,15.4,14.8,14.8,14.8,14.8,15.1,14.8,14.8,15.1,14.8,14.8,15.1,14.8,15.1,14.8,15.1,15.1,14.8,14.8,14.8,14.8,15.1,14.8,14.8,15.1,14.8,14.8,15.1,14.8,15.1,14.8,14.8,14.8,15.1,14.8,15.1,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,15.1,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8
42,14.0,14.6,14.6,14.5,14.6,14.6,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8
