,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
10,17.0,15.4,14.8,14.6,14.6,14.6,14.6,14.5,14.6,14.5,14.6,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.6,14.6,14.8,14.8,14.6,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.6,14.6,14.8,14.8,14.8,14.8,14.8,14.8
11,14.0,14.3,14.3,14.4,14.4,14.4,14.5,14.5,14.5,14.5,14.5,14.5,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.8,14.8,14.6,14.8,14.6,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.6,14.8,14.6,14.8,14.8,14.6,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.8,14.6,14.8,14.8,14.6,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.6,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.6
12,14.0,14.4,14.5,14.5,14.5,14.5,14.6,14.6,14.6,14.6,14.6,14.8,14.6,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8
13,15.8,14.6,14.8,14.6,14.8,14.8,14.8,14.8,14.8,14.8,14.6,14.8,14.8,14.8,14.8,15.1,14.8,14.8,14.8,15.1,14.8,14.8,14.8,15.1,14.8,14.8,15.1,15.1,15.1,14.8,14.8,15.1,14.8,15.1,14.8,14.8,14.8,15.1,15.1,14.8,15.1,14.8,15.1,14.8,15.1,15.1,14.8,15.1,15.1,15.1,14.8,14.8,15.1,14.8,14.8,15.1,14.8,14.8,14.8,14.8,15.1,14.8,15.1,15.1,14.8,14.8,15.1,14.8,15.1,14.8,15.1,14.8,15.1,15.1,14.8,14.8,15.1,14.8,14.8,15.1,14.8,15.1,15.1,14.8,14.8,15.1,15.1,14.8,15.1,15.1,14.8,15.1,15.1,15.1,14.8,15.1,14.8,15.1,14.8,14.8,15.1,14.8,15.1,14.8,15.1,15.1
14,27.5,17.8,16.3,15.8,15.1,14.8,15.1,14.8,15.1,14.8,14.8,15.1,15.1,14.8,15.4,15.1,15.1,14.8,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,14.8,15.1,15.1,15.1,14.8,15.1,15.1,14.8,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,14.8,15.1,14.8,15.1,15.1,15.1,14.8,15.1,15.1,15.1,14.8,15.1,14.8,15.1,14.8,15.1,14.8,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,14.8,15.1,14.8,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,14.8,15.1,15.1,14.8,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,14.8,14.8
15,14.8,14.8,14.6,15.1,15.1,14.8,15.1,15.1,15.1,14.8,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1
16,17.8,15.4,14.8,15.1,14.8,15.1,14.8,15.4,15.4,15.1,14.8,15.4,15.4,15.4,15.1,15.1,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.4,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.4,15.1,15.1,15.1,15.1,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1
17,14.0,14.3,15.4,15.1,14.8,15.1,15.1,15.1,14.8,15.8,15.8,15.4,15.4,15.4,15.1,15.4,15.1,15.4,15.1,15.4,15.1,15.4,15.1,15.4,15.1,15.4,15.1,15.4,15.1,15.4,15.1,15.1,15.4,15.1,15.1,15.1,15.1,15.4,15.1,15.1,15.4,15.1,15.1,15.1,15.4,15.1,15.1,15.1,15.1,15.1,15.4,15.1,15.1,15.4,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.8,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1
18,14.0,14.8,14.8,15.4,15.1,15.1,15.4,15.1,15.4,15.4,15.4,15.1,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.1,15.4,15.4,15.1,15.4,15.1,15.4,15.4,15.1,15.4,15.4,15.1,15.4,15.1,15.4,15.4,15.4,15.1,15.4,15.1,15.4,15.4,15.4,15.1,15.4,15.4,15.1,15.4,15.1,15.4,15.1,15.4,15.1,15.4,15.4,15.1,15.4,15.1,15.4,15.4,15.1,15.4,15.4,15.1,15.1,15.4,15.4,15.1,15.4,15.1,15.4,15.1,15.4,15.4,15.1,15.4,15.1,15.4,15.1,15.4,15.4,15.4,15.4,15.4
19,22.1,17.0,15.4,15.4,15.1,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.8,15.4,15.4,15.4,15.4,15.4,15.8,15.4,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.1,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
20,20.3,16.3,15.4,15.1,16.3,15.8,15.8,15.4,15.4,15.8,15.8,15.4,15.4,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.4,15.4,15.8,15.4,15.8,15.8,15.4,15.4,15.8,15.8,15.4,15.4,15.4,15.8,15.8,15.4,15.4,15.8,15.4,15.4,15.8,15.4,15.4,15.4,15.8,15.4,15.8,15.4,15.8,15.4,15.4,15.4,15.8,15.4,15.4,15.8,15.4,15.8,15.4,15.4,15.4,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.8,15.4,15.4,15.4
21,15.8,14.8,15.8,15.4,15.4,15.4,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.4,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.4,15.4,15.8,15.4,15.8,15.4,15.8,15.8,15.4,15.8,15.4,15.4,15.4,15.8,15.4,15.8,15.4,15.8,15.4,15.4,15.4,15.8,15.4,15.4,15.4,15.8,15.8,15.4,15.4,15.8,15.8,15.4,15.4,15.4,15.8,15.8,15.4,15.4,15.4,15.4,15.4,15.8,15.4,15.4,15.4,15.4,15.4,15.8,15.4,15.8,15.4,15.8,15.4,15.4,15.8,15.4,15.4,15.8,15.8,15.4,15.4,15.4,15.4,15.4,15.8,15.4,15.4,15.8,15.8,15.4,15.8,15.8
22,14.8,15.4,14.8,15.8,15.4,15.4,15.8,15.8,15.8,15.4,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.4,15.8,15.4,15.8,15.4,15.8,15.4,15.4,15.8,15.8,15.4,15.8,15.4,15.4,15.8,15.8,15.4,15.4,15.4,15.8,15.8,15.4,15.8,15.4,15.8,15.4,15.4,15.8,15.4,15.4,15.8,15.4,15.8,15.4,15.8,15.8,15.4,15.4,15.4,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.8,15.4,15.4,15.4,15.4,15.4,15.8,15.4,15.8,15.4,15.4,15.4,15.4,15.4,15.8,15.4,15.8,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.8,15.4,15.4,15.8,15.8,15.8
23,15.4,14.8,15.4,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.4,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.4,15.8,15.8,15.4,15.8,15.4,15.8,15.4,15.8,15.4,15.8,15.4,15.8,15.4,15.8,15.4,15.8,15.8,15.4,15.8,15.4,15.8,15.4,15.8,15.8,15.8,15.4,15.4,15.4,15.8,15.8,15.4,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8
24,17.0,15.4,14.8,17.0,15.8,16.3,15.8,17.0,16.3,15.8,15.8,16.3,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.8,15.8
25,14.6,15.8,15.1,15.8,15.4,16.3,16.3,15.8,16.3,15.8,16.3,15.8,15.8,15.8,16.3,15.8,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.4,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8
26,14.0,27.5,22.1,17.8,17.0,16.3,17.0,15.8,17.8,17.0,16.3,15.8,15.8,17.0,16.3,15.8,16.3,16.3,15.8,16.3,15.8,15.8,15.8,15.8,16.3,15.8,15.8,15.8,16.3,16.3,15.8,15.8,16.3,15.8,16.3,15.8,15.8,15.8,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.4,15.8,15.8,15.8,15.8,15.8
27,15.8,15.4,15.4,15.4,17.0,17.0,16.3,17.0,16.3,15.8,16.3,15.8,17.0,16.3,16.3,16.3,15.8,15.8,16.3,15.8,16.3,16.3,15.8,16.3,16.3,15.8,16.3,16.3,15.8,15.8,16.3,16.3,15.8,16.3,15.8,15.8,15.8,16.3,15.8,16.3,15.8,15.8,16.3,15.8,16.3,16.3,16.3,15.8,15.8,15.8,15.8,16.3,15.8,16.3,15.8,16.3,15.8,15.8,15.8,16.3,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,16.3,15.8,15.8,15.8,15.8,15.8,15.8,15.8,16.3,16.3
28,15.4,14.8,27.5,22.1,18.9,17.8,17.0,17.0,16.3,16.3,15.8,17.0,17.0,16.3,16.3,16.3,15.8,17.0,16.3,16.3,15.8,15.8,16.3,16.3,15.8,16.3,16.3,16.3,15.8,16.3,16.3,15.8,16.3,16.3,15.8,16.3,15.8,16.3,16.3,16.3,15.8,16.3,15.8,16.3,15.8,15.8,15.8,16.3,15.8,15.8,16.3,15.8,15.8,16.3,16.3,15.8,15.8,15.8,16.3,16.3,15.8,16.3,15.8,15.8,16.3,15.8,15.8,16.3,15.8,15.8,15.8,15.8,16.3,15.8,15.8,16.3,15.8,16.3,15.8,15.8,15.8,16.3,15.8,15.8,16.3,15.8,15.8,15.8,15.8,16.3,15.8,15.8,16.3,15.8,15.8,16.3,15.8,15.8,16.3,15.8,16.3,15.8,15.8,16.3,16.3,16.3
29,16.3,15.4,16.3,15.8,17.0,16.3,17.8,17.0,16.3,16.3,16.3,17.0,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,15.8,17.0,17.0,16.3,16.3,16.3,15.8,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,15.8,16.3,16.3,15.8,16.3,16.3,16.3,15.8,16.3,15.8,16.3,16.3,16.3,16.3,15.8,16.3,16.3,16.3,15.8,16.3,15.8,16.3,16.3,16.3,16.3,16.3,15.8,16.3,16.3,15.8,15.8,16.3,16.3,16.3,15.8,15.8,16.3,15.8,15.8,16.3,16.3,16.3,16.3,15.8,15.8,16.3,15.8,15.8,16.3,16.3,15.8,15.8,16.3,16.3,16.3,15.8,16.3,16.3,15.8,16.3,16.3,15.8,16.3,16.3,15.8,16.3,16.3,16.3,15.8,16.3,16.3
30,15.8,17.0,15.8,15.8,17.8,17.8,17.0,17.0,16.3,17.0,16.3,16.3,17.0,16.3,17.0,17.0,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,15.8,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,15.8,16.3,16.3,16.3,16.3,15.8,16.3,16.3,15.8,16.3,15.8,16.3,16.3,16.3,15.8,16.3,16.3,16.3,16.3,15.8,16.3,15.8,16.3,16.3,16.3,15.8,16.3,15.8,16.3,15.8,16.3,16.3,15.8,16.3,16.3,16.3,16.3,15.8,16.3,16.3,16.3,15.8,15.8,16.3,16.3,16.3,16.3,15.8,16.3,16.3,15.8,16.3,16.3,15.8,16.3,16.3,16.3,16.3,16.3,16.3,15.8,16.3,16.3,16.3,16.3,16.3,16.3,15.8,15.8
